split,class,file,width,height,channels,file_size_kb
Training,notumor,Tr-no_1041.jpg,225,225,3,9.0859375
Training,notumor,Tr-no_955.jpg,220,275,1,14.203125
Training,notumor,Tr-no_1354.jpg,225,225,3,11.5458984375
Training,notumor,Tr-no_473.jpg,227,262,3,14.0234375
Training,notumor,Tr-no_343.jpg,442,454,3,21.6552734375
Training,notumor,Tr-no_251.jpg,630,630,1,52.7607421875
Training,notumor,Tr-no_1126.jpg,232,217,3,14.607421875
Training,notumor,Tr-no_252.jpg,232,217,3,14.4326171875
Training,notumor,Tr-no_386.jpg,225,225,3,7.095703125
Training,notumor,Tr-no_920.jpg,227,300,3,15.11328125
Training,notumor,Tr-no_678.jpg,441,442,3,19.3662109375
Training,notumor,Tr-no_475.jpg,228,221,3,11.25
Training,notumor,Tr-no_991.jpg,228,221,3,8.4375
Training,notumor,Tr-no_727.jpg,214,236,3,10.7041015625
Training,notumor,Tr-no_349.jpg,224,286,3,16.6953125
Training,notumor,Tr-no_1049.jpg,468,444,3,31.541015625
Training,notumor,Tr-no_1210.jpg,468,444,3,38.1259765625
Training,notumor,Tr-no_219.jpg,420,280,3,16.3828125
Training,notumor,Tr-no_1327.jpg,230,282,3,18.1494140625
Training,notumor,Tr-no_809.jpg,215,234,3,11.00390625
Training,notumor,Tr-no_227.jpg,201,251,3,9.6728515625
Training,notumor,Tr-no_1069.jpg,225,225,3,13.1318359375
Training,notumor,Tr-no_1199.jpg,215,234,3,12.94921875
Training,notumor,Tr-no_838.jpg,228,221,3,7.0595703125
Training,notumor,Tr-no_539.jpg,212,236,3,13.7109375
Training,notumor,Tr-no_375.jpg,201,250,3,6.2490234375
Training,notumor,Tr-no_316.jpg,225,225,3,9.01171875
Training,notumor,Tr-no_542.jpg,356,474,3,24.267578125
Training,notumor,Tr-no_856.jpg,214,236,3,10.5986328125
Training,notumor,Tr-no_681.jpg,225,225,3,7.998046875
Training,notumor,Tr-no_448.jpg,512,512,3,44.1162109375
Training,notumor,Tr-no_800.jpg,192,192,3,5.8779296875
Training,notumor,Tr-no_1349.jpg,504,540,3,24.5244140625
Training,notumor,Tr-no_207.jpg,225,225,3,8.4365234375
Training,notumor,Tr-no_108.jpg,218,231,3,7.603515625
Training,notumor,Tr-no_1000.jpg,442,442,3,32.625
Training,notumor,Tr-no_697.jpg,215,234,3,13.072265625
Training,notumor,Tr-no_730.jpg,350,393,3,17.0244140625
Training,notumor,Tr-no_975.jpg,680,680,3,41.5
Training,notumor,Tr-no_1361.jpg,201,250,3,8.740234375
Training,notumor,Tr-no_409.jpg,504,540,3,31.25390625
Training,notumor,Tr-no_533.jpg,221,257,3,12.611328125
Training,notumor,Tr-no_1127.jpg,225,225,3,10.4013671875
Training,notumor,Tr-no_963.jpg,214,236,3,14.9287109375
Training,notumor,Tr-no_347.jpg,225,225,3,5.623046875
Training,notumor,Tr-no_888.jpg,420,280,3,9.78515625
Training,notumor,Tr-no_961.jpg,201,250,3,16.5283203125
Training,notumor,Tr-no_1228.jpg,150,198,3,8.630859375
Training,notumor,Tr-no_292.jpg,235,261,3,14.6826171875
Training,notumor,Tr-no_673.jpg,442,442,3,30.9609375
Training,notumor,Tr-no_308.jpg,236,357,3,25.1552734375
Training,notumor,Tr-no_968.jpg,550,664,3,45.1904296875
Training,notumor,Tr-no_491.jpg,228,221,3,9.18359375
Training,notumor,Tr-no_34.jpg,205,214,3,14.1923828125
Training,notumor,Tr-no_480.jpg,300,168,3,6.021484375
Training,notumor,Tr-no_283.jpg,428,417,3,45.939453125
Training,notumor,Tr-no_760.jpg,236,236,3,6.720703125
Training,notumor,Tr-no_1232.jpg,428,417,3,29.017578125
Training,notumor,Tr-no_1351.jpg,236,239,3,19.6103515625
Training,notumor,Tr-no_513.jpg,206,244,3,9.8896484375
Training,notumor,Tr-no_964.jpg,206,244,3,11.447265625
Training,notumor,Tr-no_437.jpg,227,262,3,16.658203125
Training,notumor,Tr-no_988.jpg,442,442,1,22.810546875
Training,notumor,Tr-no_1319.jpg,236,270,3,16.6962890625
Training,notumor,Tr-no_873.jpg,359,449,3,23.791015625
Training,notumor,Tr-no_788.jpg,400,442,3,20.7001953125
Training,notumor,Tr-no_293.jpg,150,198,3,4.283203125
Training,notumor,Tr-no_487.jpg,224,262,3,16.6328125
Training,notumor,Tr-no_749.jpg,512,512,3,32.8955078125
Training,notumor,Tr-no_1.jpg,201,251,3,12.5068359375
Training,notumor,Tr-no_299.jpg,236,250,3,18.265625
Training,notumor,Tr-no_267.jpg,225,225,3,8.5244140625
Training,notumor,Tr-no_1386.jpg,225,225,3,8.6748046875
Training,notumor,Tr-no_530.jpg,225,225,3,7.69921875
Training,notumor,Tr-no_807.jpg,232,217,3,14.4833984375
Training,notumor,Tr-no_857.jpg,236,236,3,10.3369140625
Training,notumor,Tr-no_945.jpg,236,213,3,14.310546875
Training,notumor,Tr-no_331.jpg,201,251,3,9.458984375
Training,notumor,Tr-no_596.jpg,225,225,3,9.056640625
Training,notumor,Tr-no_552.jpg,630,630,3,54.3466796875
Training,notumor,Tr-no_553.jpg,215,234,3,10.716796875
Training,notumor,Tr-no_984.jpg,228,221,3,5.73046875
Training,notumor,Tr-no_1392.jpg,201,251,3,14.03125
Training,notumor,Tr-no_680.jpg,201,250,3,8.6904296875
Training,notumor,Tr-no_610.jpg,225,225,3,7.0205078125
Training,notumor,Tr-no_1310.jpg,212,238,3,11.603515625
Training,notumor,Tr-no_953.jpg,215,234,3,11.0224609375
Training,notumor,Tr-no_1154.jpg,236,269,3,20.0634765625
Training,notumor,Tr-no_261.jpg,236,251,3,10.921875
Training,notumor,Tr-no_689.jpg,512,512,3,30.9921875
Training,notumor,Tr-no_962.jpg,225,225,3,8.427734375
Training,notumor,Tr-no_905.jpg,450,504,3,27.4970703125
Training,notumor,Tr-no_880.jpg,605,613,3,40.6982421875
Training,notumor,Tr-no_356.jpg,626,575,3,49.0810546875
Training,notumor,Tr-no_1170.jpg,201,251,3,7.1982421875
Training,notumor,Tr-no_171.jpg,275,301,3,24.5166015625
Training,notumor,Tr-no_979.jpg,225,225,3,14.66796875
Training,notumor,Tr-no_31.jpg,630,630,3,52.6640625
Training,notumor,Tr-no_152.jpg,359,449,3,18.0146484375
Training,notumor,Tr-no_1365.jpg,227,222,3,13.6328125
Training,notumor,Tr-no_127.jpg,504,540,3,49.185546875
Training,notumor,Tr-no_1083.jpg,359,449,3,30.77734375
Training,notumor,Tr-no_19.jpg,428,417,3,74.5615234375
Training,notumor,Tr-no_614.jpg,400,442,3,20.66015625
Training,notumor,Tr-no_865.jpg,235,257,3,19.5439453125
Training,notumor,Tr-no_1132.jpg,350,393,3,17.2353515625
Training,notumor,Tr-no_578.jpg,215,234,3,8.1005859375
Training,notumor,Tr-no_501.jpg,232,217,3,7.9970703125
Training,notumor,Tr-no_9.jpg,225,225,3,10.5244140625
Training,notumor,Tr-no_8.jpg,850,872,3,162.1025390625
Training,notumor,Tr-no_1357.jpg,216,302,3,16.216796875
Training,notumor,Tr-no_446.jpg,236,213,3,7.103515625
Training,notumor,Tr-no_65.jpg,232,217,3,9.4921875
Training,notumor,Tr-no_188.jpg,225,225,3,6.3701171875
Training,notumor,Tr-no_1270.jpg,201,250,3,13.4599609375
Training,notumor,Tr-no_948.jpg,227,222,3,12.310546875
Training,notumor,Tr-no_1008.jpg,630,630,3,47.9521484375
Training,notumor,Tr-no_1195.jpg,428,417,3,28.53515625
Training,notumor,Tr-no_521.jpg,173,201,3,6.8818359375
Training,notumor,Tr-no_141.jpg,230,282,3,8.6220703125
Training,notumor,Tr-no_1322.jpg,225,225,3,10.8251953125
Training,notumor,Tr-no_693.jpg,630,630,3,54.3916015625
Training,notumor,Tr-no_595.jpg,201,251,3,12.3037109375
Training,notumor,Tr-no_1090.jpg,453,496,3,28.68359375
Training,notumor,Tr-no_766.jpg,562,592,3,61.9775390625
Training,notumor,Tr-no_198.jpg,648,674,3,72.0478515625
Training,notumor,Tr-no_1221.jpg,215,234,3,16.1689453125
Training,notumor,Tr-no_58.jpg,332,442,3,27.0693359375
Training,notumor,Tr-no_1244.jpg,201,251,3,14.03125
Training,notumor,Tr-no_97.jpg,208,248,3,9.15625
Training,notumor,Tr-no_717.jpg,225,225,3,6.083984375
Training,notumor,Tr-no_769.jpg,201,251,3,13.625
Training,notumor,Tr-no_836.jpg,192,192,3,6.5087890625
Training,notumor,Tr-no_322.jpg,630,630,1,30.1826171875
Training,notumor,Tr-no_554.jpg,227,262,3,9.0810546875
Training,notumor,Tr-no_868.jpg,225,225,3,8.28515625
Training,notumor,Tr-no_669.jpg,225,225,3,12.2607421875
Training,notumor,Tr-no_524.jpg,630,630,3,65.248046875
Training,notumor,Tr-no_560.jpg,380,530,3,28.5048828125
Training,notumor,Tr-no_1291.jpg,452,509,3,30.646484375
Training,notumor,Tr-no_613.jpg,201,250,3,8.77734375
Training,notumor,Tr-no_568.jpg,225,225,3,9.4091796875
Training,notumor,Tr-no_215.jpg,442,442,3,30.2138671875
Training,notumor,Tr-no_194.jpg,420,280,3,16.3828125
Training,notumor,Tr-no_913.jpg,236,243,3,13.4287109375
Training,notumor,Tr-no_249.jpg,225,225,3,6.900390625
Training,notumor,Tr-no_7.jpg,630,630,3,51.3720703125
Training,notumor,Tr-no_631.jpg,225,225,3,9.88671875
Training,notumor,Tr-no_894.jpg,235,215,3,15.44921875
Training,notumor,Tr-no_179.jpg,200,252,3,14.87109375
Training,notumor,Tr-no_244.jpg,208,225,3,15.21875
Training,notumor,Tr-no_549.jpg,228,221,3,7.044921875
Training,notumor,Tr-no_1140.jpg,512,512,3,32.8955078125
Training,notumor,Tr-no_265.jpg,225,225,3,13.2861328125
Training,notumor,Tr-no_170.jpg,235,214,3,12.1650390625
Training,notumor,Tr-no_239.jpg,512,512,3,39.94140625
Training,notumor,Tr-no_357.jpg,230,282,3,8.583984375
Training,notumor,Tr-no_327.jpg,236,236,3,20.33203125
Training,notumor,Tr-no_734.jpg,227,222,3,11.9482421875
Training,notumor,Tr-no_1147.jpg,200,252,3,19.791015625
Training,notumor,Tr-no_1253.jpg,236,218,3,10.2236328125
Training,notumor,Tr-no_1276.jpg,428,417,3,34.578125
Training,notumor,Tr-no_164.jpg,235,214,3,12.5625
Training,notumor,Tr-no_444.jpg,232,217,3,6.767578125
Training,notumor,Tr-no_128.jpg,217,248,3,15.384765625
Training,notumor,Tr-no_1393.jpg,414,496,3,42.9765625
Training,notumor,Tr-no_1116.jpg,393,400,3,19.466796875
Training,notumor,Tr-no_502.jpg,236,213,3,6.8837890625
Training,notumor,Tr-no_49.jpg,442,454,3,48.205078125
Training,notumor,Tr-no_348.jpg,236,236,3,17.8173828125
Training,notumor,Tr-no_739.jpg,206,244,3,9.83203125
Training,notumor,Tr-no_598.jpg,194,259,3,14.5673828125
Training,notumor,Tr-no_504.jpg,227,222,3,12.6591796875
Training,notumor,Tr-no_1112.jpg,227,262,3,9.0810546875
Training,pituitary,Tr-pi_138.jpg,512,512,1,29.3935546875
Training,pituitary,Tr-pi_512.jpg,512,512,1,27.443359375
Training,pituitary,Tr-pi_456.jpg,512,512,1,20.1611328125
Training,pituitary,Tr-pi_815.jpg,512,512,1,19.5009765625
Training,pituitary,Tr-pi_1034.jpg,512,512,1,29.4794921875
Training,pituitary,Tr-pi_80.jpg,512,512,3,32.111328125
Training,pituitary,Tr-pi_44.jpg,512,512,3,30.2470703125
Training,pituitary,Tr-pi_617.jpg,512,512,3,34.6083984375
Training,pituitary,Tr-pi_1009.jpg,512,512,1,23.6064453125
Training,pituitary,Tr-pi_387.jpg,512,512,1,25.193359375
Training,pituitary,Tr-pi_289.jpg,512,512,1,16.9208984375
Training,pituitary,Tr-pi_457.jpg,512,512,1,27.02734375
Training,pituitary,Tr-pi_510.jpg,512,512,3,30.5751953125
Training,pituitary,Tr-pi_730.jpg,512,512,3,22.3046875
Training,pituitary,Tr-pi_745.jpg,512,512,1,27.16796875
Training,pituitary,Tr-pi_850.jpg,512,512,3,34.7998046875
Training,pituitary,Tr-pi_144.jpg,512,512,1,19.189453125
Training,pituitary,Tr-pi_638.jpg,512,512,3,30.7265625
Training,pituitary,Tr-pi_142.jpg,512,512,3,23.037109375
Training,pituitary,Tr-pi_240.jpg,512,512,3,35.0244140625
Training,pituitary,Tr-pi_541.jpg,502,502,3,30.18359375
Training,pituitary,Tr-pi_633.jpg,512,512,1,31.2021484375
Training,pituitary,Tr-pi_1051.jpg,512,512,1,25.0546875
Training,pituitary,Tr-pi_455.jpg,512,512,1,22.890625
Training,pituitary,Tr-pi_358.jpg,512,512,1,26.09375
Training,pituitary,Tr-pi_971.jpg,512,512,3,28.677734375
Training,pituitary,Tr-pi_990.jpg,512,512,3,33.498046875
Training,pituitary,Tr-pi_484.jpg,512,512,1,27.4912109375
Training,pituitary,Tr-pi_1302.jpg,512,512,3,22.08984375
Training,pituitary,Tr-pi_60.jpg,512,512,1,21.841796875
Training,pituitary,Tr-pi_1233.jpg,512,512,3,31.2138671875
Training,pituitary,Tr-pi_886.jpg,512,512,3,30.5771484375
Training,pituitary,Tr-pi_722.jpg,512,512,3,33.35546875
Training,pituitary,Tr-pi_1048.jpg,512,512,1,27.8935546875
Training,pituitary,Tr-pi_464.jpg,512,512,3,36.158203125
Training,pituitary,Tr-pi_83.jpg,512,512,1,28.7998046875
Training,pituitary,Tr-pi_779.jpg,512,512,3,33.1630859375
Training,pituitary,Tr-pi_960.jpg,474,474,3,29.28125
Training,pituitary,Tr-pi_1152.jpg,512,512,3,33.0966796875
Training,pituitary,Tr-pi_923.jpg,512,512,3,28.78515625
Training,pituitary,Tr-pi_528.jpg,624,607,3,72.6279296875
Training,pituitary,Tr-pi_1248.jpg,512,512,3,29.9189453125
Training,pituitary,Tr-pi_59.jpg,512,512,3,28.037109375
Training,pituitary,Tr-pi_1333.jpg,512,512,1,21.7548828125
Training,pituitary,Tr-pi_1090.jpg,512,512,3,31.0947265625
Training,pituitary,Tr-pi_217.jpg,512,512,1,26.9189453125
Training,pituitary,Tr-pi_437.jpg,512,512,1,18.4365234375
Training,pituitary,Tr-pi_341.jpg,256,256,3,13.197265625
Training,pituitary,Tr-pi_1389.jpg,512,512,1,27.4150390625
Training,pituitary,Tr-pi_577.jpg,512,512,1,22.712890625
Training,pituitary,Tr-pi_340.jpg,512,512,3,32.2314453125
Training,pituitary,Tr-pi_360.jpg,512,512,3,28.6318359375
Training,pituitary,Tr-pi_250.jpg,512,512,1,23.8623046875
Training,pituitary,Tr-pi_515.jpg,512,512,3,33.5478515625
Training,pituitary,Tr-pi_202.jpg,512,512,1,25.359375
Training,pituitary,Tr-pi_1149.jpg,512,512,3,32.490234375
Training,pituitary,Tr-pi_605.jpg,512,512,3,31.11328125
Training,pituitary,Tr-pi_1033.jpg,512,512,3,30.783203125
Training,pituitary,Tr-pi_732.jpg,512,512,3,33.5810546875
Training,pituitary,Tr-pi_1094.jpg,512,512,3,31.107421875
Training,pituitary,Tr-pi_383.jpg,512,512,3,31.55078125
Training,pituitary,Tr-pi_151.jpg,512,512,1,29.09765625
Training,pituitary,Tr-pi_937.jpg,512,512,3,30.9228515625
Training,pituitary,Tr-pi_1124.jpg,512,512,1,21.8525390625
Training,pituitary,Tr-pi_94.jpg,512,512,1,23.2607421875
Training,pituitary,Tr-pi_1072.jpg,512,512,3,33.23828125
Training,pituitary,Tr-pi_1055.jpg,512,512,3,27.72265625
Training,pituitary,Tr-pi_194.jpg,512,512,1,26.9482421875
Training,pituitary,Tr-pi_1366.jpg,512,512,3,34.4658203125
Training,pituitary,Tr-pi_1035.jpg,512,512,1,18.0703125
Training,pituitary,Tr-pi_884.jpg,512,512,1,22.2578125
Training,pituitary,Tr-pi_128.jpg,512,512,1,24.6826171875
Training,pituitary,Tr-pi_178.jpg,512,512,3,36.0537109375
Training,pituitary,Tr-pi_1230.jpg,512,512,3,37.2998046875
Training,pituitary,Tr-pi_610.jpg,512,512,1,24.7763671875
Training,pituitary,Tr-pi_973.jpg,512,512,1,25.0810546875
Training,pituitary,Tr-pi_1209.jpg,202,202,3,14.3330078125
Training,pituitary,Tr-pi_140.jpg,512,512,3,29.0048828125
Training,pituitary,Tr-pi_596.jpg,512,512,1,24.5478515625
Training,pituitary,Tr-pi_21.jpg,512,512,3,27.2451171875
Training,pituitary,Tr-pi_418.jpg,256,256,1,11.0263671875
Training,pituitary,Tr-pi_1307.jpg,512,512,1,21.388671875
Training,pituitary,Tr-pi_855.jpg,512,512,3,32.2919921875
Training,pituitary,Tr-pi_858.jpg,512,512,3,28.9365234375
Training,pituitary,Tr-pi_130.jpg,512,512,1,18.271484375
Training,pituitary,Tr-pi_311.jpg,512,512,3,35.064453125
Training,pituitary,Tr-pi_1198.jpg,512,512,1,31.59765625
Training,pituitary,Tr-pi_805.jpg,442,442,3,39.494140625
Training,pituitary,Tr-pi_1045.jpg,512,512,3,33.7861328125
Training,pituitary,Tr-pi_312.jpg,512,512,1,21.052734375
Training,pituitary,Tr-pi_988.jpg,512,512,1,23.763671875
Training,pituitary,Tr-pi_43.jpg,512,512,1,23.98046875
Training,pituitary,Tr-pi_47.jpg,512,512,3,31.6953125
Training,pituitary,Tr-pi_1364.jpg,512,512,1,24.4365234375
Training,pituitary,Tr-pi_1138.jpg,512,512,3,32.115234375
Training,pituitary,Tr-pi_895.jpg,512,512,1,28.2587890625
Training,pituitary,Tr-pi_186.jpg,512,512,3,27.5771484375
Training,pituitary,Tr-pi_1186.jpg,512,512,3,27.79296875
Training,pituitary,Tr-pi_294.jpg,512,512,3,33.5166015625
Training,pituitary,Tr-pi_845.jpg,512,512,1,24.9765625
Training,pituitary,Tr-pi_1220.jpg,512,512,1,24.18359375
Training,pituitary,Tr-pi_782.jpg,512,512,1,20.28125
Training,pituitary,Tr-pi_1074.jpg,512,512,3,28.9296875
Training,pituitary,Tr-pi_379.jpg,512,512,3,33.2080078125
Training,pituitary,Tr-pi_720.jpg,512,512,3,32.2939453125
Training,pituitary,Tr-pi_958.jpg,512,512,3,31.45703125
Training,pituitary,Tr-pi_420.jpg,512,512,1,27.0283203125
Training,pituitary,Tr-pi_1125.jpg,512,512,1,28.435546875
Training,pituitary,Tr-pi_671.jpg,512,512,3,37.44140625
Training,pituitary,Tr-pi_932.jpg,512,512,1,25.232421875
Training,pituitary,Tr-pi_367.jpg,512,512,3,34.0849609375
Training,pituitary,Tr-pi_1020.jpg,512,512,1,24.828125
Training,pituitary,Tr-pi_641.jpg,512,512,3,35.6982421875
Training,pituitary,Tr-pi_1193.jpg,512,512,3,34.5400390625
Training,pituitary,Tr-pi_537.jpg,256,256,3,16.095703125
Training,pituitary,Tr-pi_405.jpg,201,210,3,17.2939453125
Training,pituitary,Tr-pi_91.jpg,512,512,3,34.771484375
Training,pituitary,Tr-pi_586.jpg,512,512,3,32.3232421875
Training,pituitary,Tr-pi_1280.jpg,512,512,3,31.2880859375
Training,pituitary,Tr-pi_540.jpg,512,512,3,32.478515625
Training,pituitary,Tr-pi_1322.jpg,512,512,3,28.9306640625
Training,pituitary,Tr-pi_70.jpg,512,512,3,36.5439453125
Training,pituitary,Tr-pi_938.jpg,512,512,3,32.73046875
Training,pituitary,Tr-pi_236.jpg,512,512,3,36.197265625
Training,pituitary,Tr-pi_874.jpg,512,512,1,24.4970703125
Training,pituitary,Tr-pi_63.jpg,512,512,3,35.798828125
Training,pituitary,Tr-pi_830.jpg,512,512,3,27.373046875
Training,pituitary,Tr-pi_232.jpg,512,512,3,25.4501953125
Training,pituitary,Tr-pi_332.jpg,512,512,1,25.15234375
Training,pituitary,Tr-pi_190.jpg,512,512,3,34.9013671875
Training,pituitary,Tr-pi_1158.jpg,512,512,3,28.3193359375
Training,pituitary,Tr-pi_252.jpg,512,512,3,33.2666015625
Training,pituitary,Tr-pi_57.jpg,512,512,1,28.55859375
Training,pituitary,Tr-pi_188.jpg,512,512,1,21.271484375
Training,pituitary,Tr-pi_595.jpg,512,512,1,29.951171875
Training,pituitary,Tr-pi_79.jpg,512,512,3,32.4443359375
Training,pituitary,Tr-pi_863.jpg,1335,1302,3,261.7890625
Training,pituitary,Tr-pi_970.jpg,512,512,3,31.3427734375
Training,pituitary,Tr-pi_1050.jpg,512,512,1,23.333984375
Training,pituitary,Tr-pi_65.jpg,512,512,3,39.115234375
Training,pituitary,Tr-pi_337.jpg,512,512,1,29.34375
Training,pituitary,Tr-pi_637.jpg,512,512,3,35.681640625
Training,pituitary,Tr-pi_139.jpg,685,681,3,81.3994140625
Training,pituitary,Tr-pi_392.jpg,512,512,3,32.9228515625
Training,pituitary,Tr-pi_214.jpg,512,512,1,23.7412109375
Training,pituitary,Tr-pi_366.jpg,512,512,1,26.341796875
Training,pituitary,Tr-pi_253.jpg,512,512,1,26.7978515625
Training,pituitary,Tr-pi_837.jpg,512,512,3,30.4970703125
Training,pituitary,Tr-pi_247.jpg,256,256,3,13.5224609375
Training,pituitary,Tr-pi_763.jpg,383,436,3,34.8896484375
Training,pituitary,Tr-pi_1016.jpg,512,512,3,33.755859375
Training,pituitary,Tr-pi_691.jpg,512,512,1,25.0537109375
Training,pituitary,Tr-pi_1350.jpg,512,512,1,28.04296875
Training,pituitary,Tr-pi_1156.jpg,512,512,3,30.41796875
Training,pituitary,Tr-pi_183.jpg,512,512,1,27.7314453125
Training,pituitary,Tr-pi_488.jpg,512,512,3,30.775390625
Training,pituitary,Tr-pi_639.jpg,512,512,3,28.982421875
Training,pituitary,Tr-pi_762.jpg,512,512,1,27.0810546875
Training,pituitary,Tr-pi_181.jpg,512,512,1,29.6845703125
Training,pituitary,Tr-pi_616.jpg,512,512,1,20.5595703125
Training,pituitary,Tr-pi_929.jpg,512,512,3,35.033203125
Training,pituitary,Tr-pi_643.jpg,512,512,1,28.529296875
Training,pituitary,Tr-pi_564.jpg,512,512,3,29.880859375
Training,pituitary,Tr-pi_103.jpg,512,512,3,35.6572265625
Training,pituitary,Tr-pi_117.jpg,512,512,1,24.4248046875
Training,pituitary,Tr-pi_280.jpg,512,512,1,27.1484375
Training,pituitary,Tr-pi_146.jpg,512,512,1,21.0439453125
Training,pituitary,Tr-pi_187.jpg,512,512,3,33.791015625
Training,pituitary,Tr-pi_302.jpg,512,512,3,34.7392578125
Training,pituitary,Tr-pi_962.jpg,512,512,3,32.7744140625
Training,pituitary,Tr-pi_810.jpg,256,256,1,12.8115234375
Training,pituitary,Tr-pi_759.jpg,892,826,3,134.68359375
Training,pituitary,Tr-pi_717.jpg,512,512,3,25.3994140625
Training,pituitary,Tr-pi_372.jpg,512,512,3,31.9228515625
Training,pituitary,Tr-pi_522.jpg,512,512,1,23.013671875
Training,pituitary,Tr-pi_753.jpg,512,512,1,24.939453125
Training,pituitary,Tr-pi_348.jpg,512,512,3,34.51953125
Training,pituitary,Tr-pi_575.jpg,512,512,3,23.876953125
Training,pituitary,Tr-pi_237.jpg,512,512,3,33.1455078125
Training,pituitary,Tr-pi_200.jpg,512,512,3,31.3544921875
Training,pituitary,Tr-pi_163.jpg,512,512,3,33.5302734375
Training,pituitary,Tr-pi_1353.jpg,512,512,1,22.6572265625
Training,pituitary,Tr-pi_32.jpg,512,512,1,26.138671875
Training,pituitary,Tr-pi_1218.jpg,512,512,3,29.5224609375
Training,pituitary,Tr-pi_726.jpg,512,512,3,30.578125
Training,pituitary,Tr-pi_134.jpg,512,512,1,29.177734375
Training,pituitary,Tr-pi_1351.jpg,512,512,1,24.384765625
Training,pituitary,Tr-pi_1398.jpg,512,512,1,26.1162109375
Training,pituitary,Tr-pi_630.jpg,512,512,1,29.724609375
Training,pituitary,Tr-pi_248.jpg,512,512,3,31.7900390625
Training,pituitary,Tr-pi_825.jpg,512,512,3,26.017578125
Training,pituitary,Tr-pi_705.jpg,512,512,1,25.94921875
Training,pituitary,Tr-pi_839.jpg,512,512,1,28.1875
Training,pituitary,Tr-pi_26.jpg,512,512,3,31.2646484375
Training,pituitary,Tr-pi_1183.jpg,512,512,1,27.322265625
Training,pituitary,Tr-pi_1356.jpg,512,512,3,29.3642578125
Training,pituitary,Tr-pi_284.jpg,512,512,1,26.3828125
Training,pituitary,Tr-pi_157.jpg,512,512,3,32.9375
Training,pituitary,Tr-pi_403.jpg,512,512,3,29.82421875
Training,pituitary,Tr-pi_1329.jpg,512,512,3,26.7197265625
Testing,glioma,Te-gl_238.jpg,510,602,3,51.634765625
Testing,glioma,Te-gl_105.jpg,512,512,1,18.3310546875
Testing,glioma,Te-gl_65.jpg,512,512,1,19.119140625
Testing,glioma,Te-gl_345.jpg,512,512,1,13.3671875
Testing,glioma,Te-gl_157.jpg,512,512,1,15.16796875
Testing,glioma,Te-gl_225.jpg,512,512,3,16.0009765625
Testing,glioma,Te-gl_12.jpg,512,512,3,20.0205078125
Testing,glioma,Te-gl_123.jpg,512,512,1,15.810546875
Testing,glioma,Te-gl_354.jpg,512,512,1,18.28125
Testing,glioma,Te-gl_233.jpg,512,512,3,34.8515625
Testing,glioma,Te-gl_60.jpg,512,512,1,20.19140625
Testing,glioma,Te-gl_95.jpg,512,512,3,24.376953125
Testing,glioma,Te-gl_393.jpg,512,512,1,12.6337890625
Testing,glioma,Te-gl_86.jpg,386,406,3,33.0556640625
Testing,glioma,Te-gl_325.jpg,512,512,3,14.6162109375
Testing,glioma,Te-gl_146.jpg,512,512,3,22.0068359375
Testing,glioma,Te-gl_104.jpg,512,512,3,25.7607421875
Testing,glioma,Te-gl_363.jpg,512,512,3,31.7861328125
Testing,glioma,Te-gl_23.jpg,512,512,1,18.6943359375
Testing,glioma,Te-gl_315.jpg,512,512,1,19.9619140625
Testing,glioma,Te-gl_32.jpg,249,238,3,17.361328125
Testing,glioma,Te-gl_301.jpg,512,512,1,17.2841796875
Testing,glioma,Te-gl_256.jpg,512,512,3,21.2001953125
Testing,glioma,Te-gl_184.jpg,512,512,1,13.5927734375
Testing,glioma,Te-gl_122.jpg,512,512,1,17.4833984375
Testing,glioma,Te-gl_215.jpg,565,513,3,33.24609375
Testing,glioma,Te-gl_319.jpg,512,512,1,22.564453125
Testing,glioma,Te-gl_151.jpg,319,360,3,19.5390625
Testing,glioma,Te-gl_129.jpg,200,249,3,14.5361328125
Testing,glioma,Te-gl_284.jpg,512,512,3,16.5732421875
Testing,glioma,Te-gl_87.jpg,512,512,3,14.4765625
Testing,glioma,Te-gl_132.jpg,512,512,3,19.841796875
Testing,glioma,Te-gl_365.jpg,512,512,1,19.7958984375
Testing,glioma,Te-gl_39.jpg,200,234,3,16.5302734375
Testing,glioma,Te-gl_55.jpg,512,512,1,24.38671875
Testing,glioma,Te-gl_92.jpg,512,512,1,21.962890625
Testing,glioma,Te-gl_169.jpg,512,512,3,32.6201171875
Testing,glioma,Te-gl_168.jpg,512,512,1,12.9072265625
Testing,glioma,Te-gl_359.jpg,512,512,3,21.857421875
Testing,glioma,Te-gl_239.jpg,512,512,1,20.4990234375
Testing,glioma,Te-gl_138.jpg,512,512,1,22.98046875
Testing,glioma,Te-gl_213.jpg,512,512,1,21.5224609375
Testing,glioma,Te-gl_153.jpg,512,512,1,20.775390625
Testing,glioma,Te-gl_356.jpg,512,512,1,20.3359375
Testing,glioma,Te-gl_291.jpg,512,512,1,15.65625
Testing,glioma,Te-gl_379.jpg,512,512,1,12.3388671875
Testing,glioma,Te-gl_374.jpg,512,512,3,23.01953125
Testing,glioma,Te-gl_384.jpg,512,512,1,22.1484375
Testing,glioma,Te-gl_202.jpg,512,512,1,18.884765625
Testing,glioma,Te-gl_34.jpg,512,512,3,21.7421875
Testing,glioma,Te-gl_274.jpg,512,512,1,16.20703125
Testing,glioma,Te-gl_306.jpg,512,512,1,18.4619140625
Testing,glioma,Te-gl_302.jpg,512,512,1,12.955078125
